paper_id,title,authors,year,venue,url,doi,arxiv_id,pdf_url,code_url,code_available,capability_level,topic_track,inclusion_tier,medical_modality,clinical_area,state_representation,action_or_intervention,transition_model,outcome_or_reward,validation_level,description
MWM0086,TransformEHR: transformer-based encoder-decoder generative model to enhance prediction of disease outcomes using EHRs,Zhichao Yang; Avijit Mitra; Weisong Liu; Dan R. Berlowitz; Hong Yu,2023,Nature Communications,https://doi.org/10.1038/s41467-023-43715-z,10.1038/s41467-023-43715-z,,https://www.nature.com/articles/s41467-023-43715-z.pdf,,unknown,L2 action-conditioned simulation,T4_ehr_patient_trajectory,near_core,EHR/structured records,oncology/tumor; radiology/general imaging; chronic disease/digital health,patient timeline / structured EHR state,yes,autoregressive/transformer transition,clinical outcome/risk; future image/state; treatment response,retrospective_benchmark,Deep learning transformer-based models using longitudinal electronic health records (EHRs) have shown a great success in prediction of clinical diseases or outcomes.
MWM0087,Foundation model of electronic medical records for adaptive risk estimation,Paweł Renc; Michal K. Grzeszczyk; Nassim Oufattole; Deirdre Goode; Yugang Jia; Szymon Bieganski; Matthew B. A. McDermott; Jarosław Wąs; et al.,2025,GigaScience,https://doi.org/10.1093/gigascience/giaf107,10.1093/gigascience/giaf107,,https://academic.oup.com/gigascience/article-pdf/doi/10.1093/gigascience/giaf107/64443371/giaf107.pdf,,unknown,L1 future prediction,T4_ehr_patient_trajectory,near_core,EHR/structured records,radiology/general imaging,patient timeline / structured EHR state,no_or_not_explicit,autoregressive/transformer transition,clinical outcome/risk; future image/state,expert_evaluation,BACKGROUND: Hospitals struggle to predict critical outcomes.
MWM0088,A multi-center study on the adaptability of a shared foundation model for electronic health records,Lin Guo; Jason Fries; Ethan Steinberg; Scott L. Fleming; Keith Morse; Catherine Aftandilian; Jose Posada; Nigam H. Shah; et al.,2024,npj Digital Medicine,https://doi.org/10.1038/s41746-024-01166-w,10.1038/s41746-024-01166-w,,https://www.nature.com/articles/s41746-024-01166-w.pdf,,unknown,L0 static prediction,T4_ehr_patient_trajectory,near_core,EHR/structured records,radiology/general imaging; chronic disease/digital health,patient timeline / structured EHR state,no_or_not_explicit,not_reported,not_reported,external_or_multicenter,"Abstract Foundation models are transforming artificial intelligence (AI) in healthcare by providing modular components adaptable for various downstream tasks, making AI development more scalable and cost-effective."
MWM0089,Zero Shot Health Trajectory Prediction Using Transformer,Paweł Renc; Yugang Jia; Anthony E. Samir; Jarosław Wąs; Quanzheng Li; David W. Bates; Arkadiusz Sitek,2024,npj Digital Medicine,https://doi.org/10.1038/s41746-024-01235-0,10.1038/s41746-024-01235-0,,https://www.nature.com/articles/s41746-024-01235-0.pdf,,unknown,L2 action-conditioned simulation,T4_ehr_patient_trajectory,near_core,not_reported,radiology/general imaging,patient timeline / structured EHR state,yes,autoregressive/transformer transition,clinical outcome/risk; future image/state; treatment response,not_reported,Integrating modern machine learning and clinical decision-making has great promise for mitigating healthcare's increasing cost and complexity.
MWM0090,MOTOR: A Time-to-Event Foundation Model for Structured Medical Records,Ethan Steinberg; Jason Fries; Yizhe Xu; Nigam H. Shah,2023,arXiv (Cornell University),https://arxiv.org/abs/2301.03150,10.48550/arXiv.2301.03150,2301.03150,https://arxiv.org/pdf/2301.03150.pdf,,unknown,L0 static prediction,T4_ehr_patient_trajectory,near_core,EHR/structured records,radiology/general imaging; chronic disease/digital health,patient timeline / structured EHR state,no_or_not_explicit,not_reported,clinical outcome/risk,retrospective_benchmark,"We present a self-supervised, time-to-event (TTE) foundation model called MOTOR (Many Outcome Time Oriented Representations) which is pretrained on timestamped sequences of events in electronic health records (EHR) and…"
MWM0091,The shaky foundations of large language models and foundation models for electronic health records,Michael Wornow; Yizhe Xu; Rahul Thapa; Birju Patel; Ethan Steinberg; Scott L. Fleming; Michael A. Pfeffer; Jason Fries; et al.,2023,npj Digital Medicine,https://doi.org/10.1038/s41746-023-00879-8,10.1038/s41746-023-00879-8,,https://www.nature.com/articles/s41746-023-00879-8.pdf,,unknown,L0 static prediction,T4_ehr_patient_trajectory,near_core,EHR/structured records,radiology/general imaging,patient timeline / structured EHR state,no_or_not_explicit,not_reported,not_reported,retrospective_benchmark,The success of foundation models such as ChatGPT and AlphaFold has spurred significant interest in building similar models for electronic medical records (EMRs) to improve patient care and hospital operations.
MWM0092,Clin-JEPA: A Multi-Phase Co-Training Framework for Joint-Embedding Predictive Pretraining on EHR Patient Trajectories,Yixuan Yang; Mehak Arora; Ryan Zhang; Baraa Abed; Junseob Kim; Tilendra Choudhary; Md Hassanuzzaman; Kevin Zhu; et al.,2026,arXiv (Cornell University),https://arxiv.org/abs/2605.10840,10.48550/arXiv.2605.10840,2605.10840,https://arxiv.org/pdf/2605.10840.pdf,,unknown,L4 planning/control,T4_ehr_patient_trajectory,near_core,EHR/structured records; surgical video/robotics,critical care/sepsis; radiology/general imaging; surgery; chronic disease/digital health,patient timeline / structured EHR state,yes,autoregressive/transformer transition,clinical outcome/risk; treatment response; control success,not_reported,"We present Clin-JEPA, a multi-phase co-training framework for joint-embedding predictive (JEPA) pretraining on EHR patient trajectories."
MWM0093,BEHRT: Transformer for Electronic Health Records,Yikuan Li; Shishir Rao; José Roberto Ayala Solares; Abdelǎali Hassaïne; Rema Ramakrishnan; Dexter Canoy; Yajie Zhu; Kazem Rahimi; et al.,2020,Scientific Reports,https://doi.org/10.1038/s41598-020-62922-y,10.1038/s41598-020-62922-y,,https://www.nature.com/articles/s41598-020-62922-y.pdf,,unknown,L2 action-conditioned simulation,T4_ehr_patient_trajectory,near_core,EHR/structured records,radiology/general imaging; chronic disease/digital health,patient timeline / structured EHR state,yes,autoregressive/transformer transition,future image/state; treatment response; diagnosis,not_reported,"Today, despite decades of developments in medicine and the growing interest in precision healthcare, vast majority of diagnoses happen once patients begin to show noticeable signs of illness."
MWM0094,Foresight -- Generative Pretrained Transformer (GPT) for Modelling of Patient Timelines using EHRs,"Željko Kraljević; Daniel Bean; Anthony Shek; Rebecca Bendayan; Hemingway, Harry; Joshua Au Yeung; Alexander Deng; Alfie Baston; et al.",2022,arXiv (Cornell University),http://arxiv.org/abs/2212.08072,10.48550/arxiv.2212.08072,2212.08072,https://arxiv.org/pdf/2212.08072.pdf,,unknown,L3 counterfactual reasoning,T4_ehr_patient_trajectory,near_core,EHR/structured records,radiology/general imaging; chronic disease/digital health,patient timeline / structured EHR state,yes,autoregressive/transformer transition,clinical outcome/risk; future image/state; treatment response,expert_evaluation,"Background: Electronic Health Records hold detailed longitudinal information about each patient's health status and general clinical history, a large portion of which is stored within the unstructured text."
MWM0095,Zero-shot medical event prediction using a generative pretrained transformer on electronic health records,Ekaterina Redekop; Zichen Wang; Rushikesh Kulkarni; Mara Pleasure; Aaron Chin; Hamid Reza Hassanzadeh; Brian L Hill; Melika Emami; et al.,2025,Journal of the American Medical Informatics Association,https://doi.org/10.1093/jamia/ocaf160,10.1093/jamia/ocaf160,,,,unknown,L1 future prediction,T4_ehr_patient_trajectory,near_core,EHR/structured records,oncology/tumor; radiology/general imaging; chronic disease/digital health,patient timeline / structured EHR state,no_or_not_explicit,autoregressive/transformer transition,clinical outcome/risk; future image/state; diagnosis,not_reported,"OBJECTIVES: Longitudinal data in electronic health records (EHRs) represent an individual's clinical history through a sequence of codified concepts, including diagnoses, procedures, medications, and laboratory tests."
MWM0096,CEHR-XGPT: A Scalable Multi-Task Foundation Model for Electronic Health Records,Chao Pang; Jiheum Park; Xinzhuo Jiang; Nishanth Parameshwar Pavinkurve; Krishna S. Kalluri; Shalmali Joshi; Noémie Elhadad; Karthik Natarajan,2025,ArXiv.org,http://arxiv.org/abs/2509.03643,10.48550/arxiv.2509.03643,2509.03643,https://arxiv.org/pdf/2509.03643.pdf,,unknown,L1 future prediction,T4_ehr_patient_trajectory,near_core,EHR/structured records,radiology/general imaging; chronic disease/digital health,patient timeline / structured EHR state,no_or_not_explicit,temporal trajectory model,clinical outcome/risk; future image/state,retrospective_benchmark,"Electronic Health Records (EHRs) provide a rich, longitudinal view of patient health and hold significant potential for advancing clinical decision support, risk prediction, and data-driven healthcare research."
MWM0097,Multimodal Electronic Health Record Foundation Models with Electrocardiogram for Cardiovascular Disease Prediction,Junmo Kim; Y.-J. Kim; Kwangsoo Kim,2025,medRxiv,https://doi.org/10.1101/2025.11.10.25339886,10.1101/2025.11.10.25339886,,https://www.medrxiv.org/content/medrxiv/early/2025/11/11/2025.11.10.25339886.full.pdf,,unknown,L1 future prediction,T4_ehr_patient_trajectory,near_core,EHR/structured records; physiology signal; multimodal,cardiology; radiology/general imaging; chronic disease/digital health,patient timeline / structured EHR state,no_or_not_explicit,temporal trajectory model,clinical outcome/risk; future image/state; diagnosis,not_reported,Abstract Electronic health record (EHR) foundation models (FMs) have improved clinical task performance by learning comprehensive clinical context from sequential medical records called patient trajectories.
MWM0098,Foresight—generative pretrained transformer for the prediction of patient timelines,Martin Hofmann‐Apitius; Holger Fröhlich,2024,The Lancet Digital Health,http://dx.doi.org/10.1016/s2589-7500(24)00045-1,10.1016/s2589-7500(24)00045-1,,,,unknown,L3 counterfactual reasoning,T4_ehr_patient_trajectory,near_core,EHR/structured records,critical care/sepsis; radiology/general imaging; chronic disease/digital health,patient timeline / structured EHR state,yes,autoregressive/transformer transition,clinical outcome/risk; future image/state; treatment response; diagnosis,expert_evaluation,"The reconstruction of patient paths—ie, their temporally ordered diagnoses, diagnostic procedures, and the resulting treatments—has shown great potential for gaining new insights in real-world medical practice."
MWM0099,GENIE: Generative Note Information Extraction model for structuring EHR data,Huaiyuan Ying; Hongyi Yuan; Jinjin Lu; Zhilin Qu; Yang Zhao; Zhengyun Zhao; Isaac S. Kohane; Tianxi Cai; et al.,2025,ArXiv.org,http://arxiv.org/abs/2501.18435,10.48550/arxiv.2501.18435,2501.18435,https://arxiv.org/pdf/2501.18435.pdf,,unknown,L2 action-conditioned simulation,T4_ehr_patient_trajectory,near_core,EHR/structured records,radiology/general imaging; chronic disease/digital health,patient timeline / structured EHR state,yes,temporal trajectory model,future image/state; treatment response,not_reported,"Electronic Health Records (EHRs) hold immense potential for advancing healthcare, offering rich, longitudinal data that combines structured information with valuable insights from unstructured clinical notes."
MWM0100,From Real‐World Patient Data to Individualized Treatment Effects Using Machine Learning: Current and Future Methods to Address Underlying Challenges,Ioana Bica; Ahmed M. Alaa; Craig Lambert; Mihaela van der Schaar,2020,Clinical Pharmacology & Therapeutics,https://doi.org/10.1002/cpt.1907,10.1002/cpt.1907,,,,unknown,L4 planning/control,T4_ehr_patient_trajectory,near_core,EHR/structured records; physiology signal,radiology/general imaging; chronic disease/digital health,patient timeline / structured EHR state,yes,temporal trajectory model,future image/state; treatment response; control success,prospective_or_trial,Clinical decision making needs to be supported by evidence that treatments are beneficial to individual patients.
MWM0101,Large pre-trained models for treatment effect estimation: Are we there yet?,Sheng Li,2024,Patterns,https://doi.org/10.1016/j.patter.2024.101005,10.1016/j.patter.2024.101005,,,,unknown,L4 planning/control,T5_counterfactual_treatment_planning,near_core,multimodal,critical care/sepsis; radiology/general imaging,latent state,yes,autoregressive/transformer transition,clinical outcome/risk; future image/state; treatment response; diagnosis; control success,prospective_or_trial,Deep learning for causal inference is a promising technique that leverages deep neural networks to infer counterfactuals and estimate treatment effects.
MWM0102,Digital Twin-Guided Ablation for Ventricular Tachycardia,Jonathan Chrispin; Adityo Prakosa; Eugene Kholmovski; Aravindan Kolandaivelu; Amanda Barcelon; Konstantinos N. Aronis; Ronald D. Berger; Hugh Calkins; et al.,2026,New England Journal of Medicine,https://doi.org/10.1056/NEJMc2517822,10.1056/NEJMc2517822,,,,unknown,L2 action-conditioned simulation,T5_counterfactual_treatment_planning,near_core,not_reported,cardiology; critical care/sepsis,latent state,yes,not_reported,treatment response,not_reported,metadata-only candidate; needs reading note
MWM0103,Model-Based Reinforcement Learning for Sepsis Treatment,Aniruddh Raghu; Matthieu Komorowski; Sumeetpal S. Singh,2018,arXiv (Cornell University),http://arxiv.org/abs/1811.09602,10.48550/arxiv.1811.09602,1811.09602,https://arxiv.org/pdf/1811.09602.pdf,,unknown,L2 action-conditioned simulation,T5_counterfactual_treatment_planning,near_core,physiology signal,critical care/sepsis,latent state,yes,not_reported,clinical outcome/risk; treatment response,expert_evaluation,Sepsis is a dangerous condition that is a leading cause of patient mortality.
MWM0104,Evolving Diagnostic Agents in a Virtual Clinical Environment,unknown,2025,unknown,https://arxiv.org/abs/2510.24654,10.48550/arXiv.2510.24654,2510.24654,https://arxiv.org/pdf/2510.24654.pdf,,unknown,L4 planning/control,T5_counterfactual_treatment_planning,near_core,not_reported,general healthcare,latent state,no_or_not_explicit,not_reported,diagnosis,not_reported,metadata-only candidate; needs reading note
MWM0105,Multi-Modal Fusion and Longitudinal Analysis for Alzheimer’s Disease Classification Using Deep Learning,Shakhnoza Muksimova; Sabina Umirzakova; Jushkin Baltayev; Young Im Cho,2025,Diagnostics,https://doi.org/10.3390/diagnostics15060717,10.3390/diagnostics15060717,,https://www.mdpi.com/2075-4418/15/6/717/pdf?version=1741869510,,unknown,L2 action-conditioned simulation,T5_counterfactual_treatment_planning,near_core,MRI; CT,neurology/neurodegeneration; radiology/general imaging,latent state,yes,temporal trajectory model,future image/state; treatment response; diagnosis,not_reported,"Background: Addressing the complex diagnostic challenges of Alzheimer’s disease (AD), this study introduces FusionNet, a groundbreaking framework designed to enhance AD classification through the integration of…"
MWM0106,An integrated predictive model for Alzheimer’s disease progression from cognitively normal subjects using generated MRI and interpretable AI,Atefe Aghaei; Mohsen Ebrahimi Moghaddam,2025,Scientific Reports,https://doi.org/10.1038/s41598-025-13478-2,10.1038/s41598-025-13478-2,,https://www.nature.com/articles/s41598-025-13478-2.pdf,,unknown,L2 action-conditioned simulation,T5_counterfactual_treatment_planning,near_core,MRI,neurology/neurodegeneration; radiology/general imaging,latent state,yes,autoregressive/transformer transition,future image/state; treatment response; diagnosis,retrospective_benchmark,Alzheimer's disease (AD) is a progressive neurodegenerative disorder that begins with subtle cognitive changes and advances to severe impairment.
MWM0107,Generative AI improves MRI‐based Detection of Alzheimer’s Disease by using Latent Diffusion Models and Convolutional Neural Networks,Nikhil J. Dhinagar; Sophia I. Thomopoulos; Paul M. Thompson,2024,Alzheimer s & Dementia,https://doi.org/10.1002/alz.089958,10.1002/alz.089958,,,,unknown,L4 planning/control,T5_counterfactual_treatment_planning,near_core,MRI,neurology/neurodegeneration; radiology/general imaging,latent state,yes,diffusion/generative transition,clinical outcome/risk; future image/state; treatment response; diagnosis; control success,retrospective_benchmark,"Abstract Background As new treatments (such as the anti‐amyloid vaccine, lecanamab) emerge for Alzheimer’s disease (AD) and other dementias, approaches are required to rapidly diagnose AD at the earliest possible stage,…"
MWM0108,Improving counterfactual reasoning with kernelised dynamic mixing models,Sonali Parbhoo; Omer Gottesman; Andrew Slavin Ross; Matthieu Komorowski; A. Aldo Faisal; Isabella Bon; Volker Röth; Finale Doshi‐Velez,2018,PLoS ONE,https://doi.org/10.1371/journal.pone.0205839,10.1371/journal.pone.0205839,,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0205839&type=printable,,unknown,L4 planning/control,T5_counterfactual_treatment_planning,near_core,physiology signal,critical care/sepsis; radiology/general imaging,latent state,yes,not_reported,future image/state; treatment response,not_reported,Simulation-based approaches to disease progression allow us to make counterfactual predictions about the effects of an untried series of treatment choices.
MWM0109,Modelling the progression of Alzheimer's disease in MRI using generative adversarial networks,Christopher Bowles; Roger N. Gunn; Alexander Hammers; Daniel Rueckert,2018,unknown,https://doi.org/10.1117/12.2293256,10.1117/12.2293256,,,,unknown,L2 action-conditioned simulation,T5_counterfactual_treatment_planning,near_core,MRI,neurology/neurodegeneration; radiology/general imaging,latent state,yes,temporal trajectory model,clinical outcome/risk; future image/state; treatment response; diagnosis,retrospective_benchmark,"Being able to accurately model the progression of Alzheimer’s disease (AD) is important for the diagnosis and prognosis of the disease, as well as to evaluate the effect of disease modifying treatments."
MWM0110,A Vision Foundation Model for Cataract Surgery Using Joint-Embedding Predictive Architecture,unknown,2025,unknown,https://openreview.net/forum?id=QbBPeAIdrk,,,https://openreview.net/pdf?id=QbBPeAIdrk,,unknown,L0 static prediction,T6_surgical_robotic_physiology_world_model,near_core,surgical video/robotics,radiology/general imaging; surgery,visual-motor / physiology state,yes,not_reported,not_reported,not_reported,metadata-only candidate; needs reading note
MWM0111,SurgWorld / Cosmos-H-Surgical: Learning Surgical Robot Policies from Videos via World Modeling,unknown,2025,unknown,https://arxiv.org/abs/2512.23162,10.48550/arXiv.2512.23162,2512.23162,https://arxiv.org/pdf/2512.23162.pdf,,unknown,L4 planning/control,T6_surgical_robotic_physiology_world_model,near_core,surgical video/robotics,surgery,visual-motor / physiology state,no_or_not_explicit,latent dynamics,control success,not_reported,metadata-only candidate; needs reading note
MWM0112,Digital Twins Framework for Clinical Decision-Centric Co-Management of Patient Monitoring and Environment Management,Wei Liu; Yuanyuan Sun; Jing Wang; Nanchang Yin,2026,IEEE Journal of Biomedical and Health Informatics,https://doi.org/10.1109/jbhi.2026.3659650,10.1109/jbhi.2026.3659650,,,,unknown,L4 planning/control,T1_definition_review_digital_twin,background,X-ray/radiograph; physiology signal,cardiology; radiology/general imaging,patient-specific simulator state,no_or_not_explicit,not_reported,diagnosis; control success,retrospective_benchmark,"The convergence of continuous physiological monitoring and intelligent building systems in smart clinics offers a transformative opportunity for patient-centered care, yet it introduces the challenge of harmonizing…"
MWM0113,Cardiac digital twins at scale from MRI: Open tools and representative models from ~ 55000 UK Biobank participants,Devran Uğurlu; Shuang Qian; Elliot Fairweather; Charlène Mauger; Bram Ruijsink; Laura Dal Toso; Yu Deng; Marina Strocchi; et al.,2025,PLoS ONE,https://doi.org/10.1371/journal.pone.0327158,10.1371/journal.pone.0327158,,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0327158&type=printable,https://github.com/cdttk/biv-volumetric-meshing,yes,L4 planning/control,T1_definition_review_digital_twin,background,MRI,cardiology; critical care/sepsis; radiology/general imaging,patient-specific simulator state,yes,not_reported,clinical outcome/risk; future image/state; treatment response; diagnosis,not_reported,"A cardiac digital twin is a virtual replica of a patient's heart for screening, diagnosis, prognosis, risk assessment, and treatment planning of cardiovascular diseases."
MWM0114,Design and analysis of TwinCardio framework to detect and monitor cardiovascular diseases using digital twin and deep neural network,Aarthi Iyer; K. S. Umadevi,2025,Scientific Reports,https://doi.org/10.1038/s41598-025-08824-3,10.1038/s41598-025-08824-3,,https://www.nature.com/articles/s41598-025-08824-3.pdf,,unknown,L1 future prediction,T1_definition_review_digital_twin,background,not_reported,cardiology; radiology/general imaging,patient-specific simulator state,no_or_not_explicit,not_reported,not_reported,not_reported,"World Health Organization (WHO) estimates 17.9 million deaths globally every year due to Cardiovascular Disease or CVD, which includes an array of disorders of the heart and blood vessels, that includes coronary heart…"
MWM0115,"Digital twin assisted surgery, concept, opportunities, and challenges",Lisa Asciak; Justicia Kyeremeh; Xichun Luo; Asimina Kazakidi; Patricia Connolly; F. Picard; Kevin O’Neill; Sotirios A. Tsaftaris; et al.,2025,npj Digital Medicine,https://doi.org/10.1038/s41746-024-01413-0,10.1038/s41746-024-01413-0,,https://www.nature.com/articles/s41746-024-01413-0.pdf,,unknown,L2 action-conditioned simulation,T1_definition_review_digital_twin,background,surgical video/robotics,radiology/general imaging; surgery,patient-specific simulator state,yes,not_reported,clinical outcome/risk; future image/state; treatment response,expert_evaluation,"Computer-assisted surgery is becoming essential in modern medicine to accurately plan, guide, and perform surgeries."
MWM0116,Building Digital Twins for Cardiovascular Health: From Principles to Clinical Impact,Kaan Sel; Deen Osman; Fatemeh Zare; Sina Masoumi Shahrbabak; Laura J. Brattain; Jin‐Oh Hahn; Omer T. Inan; Ramakrishna Mukkamala; et al.,2024,Journal of the American Heart Association,https://doi.org/10.1161/jaha.123.031981,10.1161/jaha.123.031981,,,,unknown,L2 action-conditioned simulation,T1_definition_review_digital_twin,background,multimodal,cardiology; radiology/general imaging,patient-specific simulator state,yes,mechanistic or ODE transition,clinical outcome/risk; treatment response; diagnosis,expert_evaluation,"The past several decades have seen rapid advances in diagnosis and treatment of cardiovascular diseases and stroke, enabled by technological breakthroughs in imaging, genomics, and physiological monitoring, coupled with…"
MWM0117,Digital Twins for Healthcare Using Wearables,Zachary D. Johnson; Manob Jyoti Saikia,2024,Bioengineering,https://doi.org/10.3390/bioengineering11060606,10.3390/bioengineering11060606,,https://www.mdpi.com/2306-5354/11/6/606/pdf?version=1718267627,,unknown,L2 action-conditioned simulation,T1_definition_review_digital_twin,background,not_reported,radiology/general imaging,patient-specific simulator state,yes,not_reported,future image/state; treatment response,prospective_or_trial,Digital twins are a relatively new form of digital modeling that has been gaining popularity in recent years.
MWM0118,Digital Twins in Urological Oncology: Precise Treatment Planning via Complex Modeling,Enrico Checcucci; Christoph Oing; Daniele Amparore; Francesco Porpiglia; Pasquale Rescigno,2024,European Urology Oncology,https://doi.org/10.1016/j.euo.2024.10.005,10.1016/j.euo.2024.10.005,,,,unknown,L4 planning/control,T1_definition_review_digital_twin,background,surgical video/robotics,oncology/tumor; radiology/general imaging; surgery,patient-specific simulator state,yes,not_reported,treatment response,not_reported,Digital twins can revolutionize personalized medicine by providing virtual simulations for optimized treatment planning and patient care.
MWM0119,"Digital twins in dermatology, current status, and the road ahead",Hossein Akbarialiabad; Amirmohammad Pasdar; Dédée F. Murrell,2024,npj Digital Medicine,https://doi.org/10.1038/s41746-024-01220-7,10.1038/s41746-024-01220-7,,https://www.nature.com/articles/s41746-024-01220-7.pdf,,unknown,L2 action-conditioned simulation,T1_definition_review_digital_twin,background,not_reported,critical care/sepsis; radiology/general imaging,patient-specific simulator state,yes,not_reported,clinical outcome/risk; treatment response; diagnosis,not_reported,"Digital twins, innovative virtual models synthesizing real-time biological, environmental, and lifestyle data, herald a new era in personalized medicine, particularly dermatology."
MWM0120,From virtual patients to digital twins in immuno-oncology: lessons learned from mechanistic quantitative systems pharmacology modeling,Hanwen Wang; Theinmozhi Arulraj; Alberto Ippolito; Aleksander S. Popel,2024,npj Digital Medicine,https://doi.org/10.1038/s41746-024-01188-4,10.1038/s41746-024-01188-4,,https://www.nature.com/articles/s41746-024-01188-4.pdf,,unknown,L2 action-conditioned simulation,T1_definition_review_digital_twin,background,not_reported,oncology/tumor; critical care/sepsis; radiology/general imaging,patient-specific simulator state,yes,mechanistic or ODE transition,clinical outcome/risk; future image/state; treatment response,not_reported,"Virtual patients and digital patients/twins are two similar concepts gaining increasing attention in health care with goals to accelerate drug development and improve patients' survival, but with their own limitations."
MWM0121,"Internet of Things-based Smart Health Monitoring and Virtual Patient Simulation Systems, Deep Learning-based Medical Imaging and Brain–Computer Interface Technologies, and Digital Twin-based Clinical and Medical Care Pro",unknown,2024,American Journal of Medical Research,https://doi.org/10.22381/ajmr11120245,10.22381/ajmr11120245,,https://addletonacademicpublishers.com/files/3150/Deep-Learning/3136/5-Horak-et-al.pdf,,unknown,L1 future prediction,T1_definition_review_digital_twin,background,not_reported,neurology/neurodegeneration,patient-specific simulator state,no_or_not_explicit,not_reported,not_reported,not_reported,metadata-only candidate; needs reading note
MWM0122,Predictive digital twin for optimizing patient-specific radiotherapy regimens under uncertainty in high-grade gliomas,Anirban Chaudhuri; Graham Pash; David A. Hormuth; Guillermo Lorenzo; Michael G. Kapteyn; Chengyue Wu; Ernesto A. B. F. Lima; Thomas E. Yankeelov; et al.,2023,Frontiers in Artificial Intelligence,https://doi.org/10.3389/frai.2023.1222612,10.3389/frai.2023.1222612,,https://www.frontiersin.org/articles/10.3389/frai.2023.1222612/pdf?isPublishedV2=False,,unknown,L4 planning/control,T1_definition_review_digital_twin,background,MRI,oncology/tumor; radiology/general imaging,patient-specific simulator state,yes,mechanistic or ODE transition,clinical outcome/risk; future image/state; treatment response; control success,not_reported,We develop a methodology to create data-driven predictive digital twins for optimal risk-aware clinical decision-making.
MWM0123,"Systems‐based digital twins to help characterize clinical <scp>dose–response</scp> and propose predictive biomarkers in a Phase I study of bispecific antibody, mosunetuzumab, in <scp>NHL</scp>",Monica Susilo; Chi‐Chung Li; Kapil Gadkar; Genevive Hernandez; Ling‐Yuh Huw; Jin Y. Jin; Shen Yin; Michael C. Wei; et al.,2023,Clinical and Translational Science,https://doi.org/10.1111/cts.13501,10.1111/cts.13501,,,,unknown,L2 action-conditioned simulation,T1_definition_review_digital_twin,background,not_reported,oncology/tumor; radiology/general imaging,patient-specific simulator state,yes,not_reported,treatment response,prospective_or_trial,Phase I oncology clinical trials often comprise a limited number of patients representing different disease subtypes who are divided into cohorts receiving treatment(s) at different dosing levels and schedules.
MWM0124,Up digital and personal: How heart digital twins can transform heart patient care,Natalia A. Trayanova; Adityo Prakosa,2023,Heart Rhythm,https://doi.org/10.1016/j.hrthm.2023.10.019,10.1016/j.hrthm.2023.10.019,,,,unknown,L2 action-conditioned simulation,T1_definition_review_digital_twin,background,not_reported,cardiology; radiology/general imaging,patient-specific simulator state,yes,not_reported,treatment response,not_reported,Precision medicine is the vision of health care where therapy is tailored to each patient.
MWM0125,A multidisciplinary approach to the development of digital twin models of critical care delivery in intensive care units,Xiang Zhong; Farnaz Babaie Sarijaloo; Aditya Mahadev Prakash; Jaeyoung Park; Chanyan Huang; Amelia Barwise; Vitaly Herasevich; Ognjen Gajic; et al.,2022,International Journal of Production Research,https://doi.org/10.1080/00207543.2021.2022235,10.1080/00207543.2021.2022235,,,,unknown,L1 future prediction,T1_definition_review_digital_twin,background,EHR/structured records; X-ray/radiograph,critical care/sepsis; radiology/general imaging; chronic disease/digital health,patient-specific simulator state,yes,not_reported,not_reported,expert_evaluation,"To investigate critical care delivery in intensive care units (ICUs), we propose a qualitative and quantitative coupling approach to developing an ICU digital twin model."
MWM0126,Conceptual Approach for a Digital Twin of Medical Devices,Roberto Riascos; Egon Ostrosi; Jean‐Claude Sagot; Josip Stjepandić,2022,Advances in transdisciplinary engineering,https://doi.org/10.3233/atde220661,10.3233/atde220661,,,,unknown,L4 planning/control,T1_definition_review_digital_twin,background,not_reported,radiology/general imaging,patient-specific simulator state,yes,not_reported,treatment response; diagnosis,not_reported,"Over the last few years, a concept called Digital Twin has emerged continuously as a comprehensive approach in industrial domains."
MWM0127,Integrating mechanism-based modeling with biomedical imaging to build practical digital twins for clinical oncology,Chengyue Wu; Guillermo Lorenzo; David A. Hormuth; Ernesto A. B. F. Lima; Kalina P. Slavkova; Julie C. DiCarlo; John Virostko; Caleb M. Phillips; et al.,2022,Biophysics Reviews,https://doi.org/10.1063/5.0086789,10.1063/5.0086789,,,,unknown,L1 future prediction,T1_definition_review_digital_twin,background,not_reported,oncology/tumor; neurology/neurodegeneration; critical care/sepsis; radiology/general imaging,patient-specific simulator state,no_or_not_explicit,not_reported,future image/state,not_reported,"Digital twins employ mathematical and computational models to virtually represent a physical object (e.g., planes and human organs), predict the behavior of the object, and enable decision-making to optimize the future…"
MWM0128,Toward a Digital Twin for Arthroscopic Knee Surgery: A Systematic Review,Øystein Bjelland; Bismi Rasheed; Hans Georg Schaathun; Morten D. Pedersen; Martin Steinert; Alf Inge Hellevik; Robin T. Bye,2022,IEEE Access,https://doi.org/10.1109/access.2022.3170108,10.1109/access.2022.3170108,,https://ieeexplore.ieee.org/ielx7/6287639/9668973/09762655.pdf,,unknown,L4 planning/control,T1_definition_review_digital_twin,background,surgical video/robotics,radiology/general imaging; surgery,patient-specific simulator state,yes,not_reported,diagnosis,not_reported,The use of digital twins to represent a product or process digitally is trending in many engineering disciplines.
